order_id,user_id,product_id,category,old_name,price,base_price,amount,status,region,priority,city,transaction_date
102587,2828.0,22848,Beauty,Product_304,6189.36,4908.21,14724.63,Pending,South,High,Kochi,2025-12-25
102588,,70307,Books,Product_189,4210.74,4280.68,12842.04,Pending,West,High,Mumbai,2025-11-04
102589,7474.0,58615,Sports,Product_444,2431.79,2280.25,4560.5,Shipped,West,High,Mumbai,2025-09-19
102590,5843.0,44701,Beauty,Product_435,1888.87,1710.04,5130.12,Cancelled,West,High,Mumbai,2025-12-26
102591,5999.0,17855,Beauty,Product_409,4973.27,4419.47,13258.41,Shipped,East,Medium,Guwahati,2025-01-28
102592,6289.0,33224,Beauty,Product_355,4608.79,4755.36,9510.72,Pending,West,Low,Pune,2025-04-25
102593,2071.0,73313,Electronics,Product_154,5547.92,4408.86,17635.44,Pending,East,Medium,Kolkata,2025-09-07
102594,5782.0,70838,Books,Product_34,4448.89,3546.95,10640.85,Pending,East,Low,Guwahati,2025-09-08
102595,5316.0,32776,Home,Product_396,4502.77,4424.9,17699.6,Shipped,West,Medium,Jaipur,2025-09-29
102596,7555.0,96210,Sports,Product_55,5459.34,4401.01,13203.03,Cancelled,South,Low,Kochi,2025-10-14
102597,8797.0,29197,Beauty,Product_114,398.37,314.69,314.69,Shipped,South,High,Chennai,2025-11-08
102598,9189.0,86138,Books,Product_97,4169.16,4629.85,13889.55,Pending,West,Medium,Jaipur,2025-03-05
102599,4429.0,35309,Clothing,Product_314,3747.30,3187.35,9562.05,Pending,North,High,Dehradun,2025-05-09
102600,1545.0,55710,Sports,Product_369,4615.77,3884.37,19421.85,Completed,South,Low,Hyderabad,2025-10-04
102601,6958.0,57464,Sports,Product_232,1565.43,1340.68,1340.68,Cancelled,North,Low,Delhi,2025-06-12
102602,,89393,Clothing,Product_37,2022.33,1733.99,5201.97,Completed,South,Low,Kochi,2025-10-01
102603,9699.0,11381,Books,Product_384,3748.13,4141.89,8283.78,Shipped,West,Low,Ahmedabad,2025-08-30
102604,2578.0,87529,Sports,Product_245,323.09,271.84,543.68,Cancelled,North,High,Chandigarh,2025-11-22
102605,1963.0,38065,Beauty,Product_386,383.82,309.54,619.08,Cancelled,West,Low,Mumbai,2025-12-16
102606,1335.0,75609,Clothing,Product_396,4256.61,3420.38,3420.38,Completed,East,Medium,Patna,2025-11-07
102607,2833.0,12036,Sports,Product_410,966.54,955.22,1910.44,Cancelled,East,Low,Patna,2025-09-03
102608,2804.0,52195,Electronics,Product_405,4956.08,4388.93,21944.65,Cancelled,South,Medium,Bengaluru,2025-05-03
102609,5826.0,61804,Electronics,Product_93,1452.83,1282.08,3846.24,Cancelled,East,Low,Patna,2025-08-05
102610,4363.0,98968,Books,Product_199,4221.50,4432.73,13298.19,Pending,South,High,Chennai,2025-03-30
102611,4222.0,65621,Sports,Product_500,4135.38,3461.07,3461.07,Completed,North,Medium,Delhi,2025-02-04
102612,5830.0,56029,Clothing,Product_200,2268.61,2225.72,2225.72,Cancelled,South,High,Bengaluru,2025-06-29
102613,3563.0,74472,Home,Product_397,873.70,850.18,3400.72,Shipped,West,High,Mumbai,2025-08-30
102614,6319.0,44594,Sports,Product_132,2102.20,1645.82,8229.1,Shipped,North,Medium,Chandigarh,2025-10-29
102615,9351.0,43059,Books,Product_95,888.13,746.84,3734.2,Completed,East,Low,Guwahati,2025-05-16
102616,1151.0,53592,Sports,Product_72,680.11,647.84,647.84,Cancelled,South,High,Bengaluru,2025-07-18
102617,8643.0,50211,Clothing,Product_13,733.32,680.24,1360.48,Cancelled,East,High,Patna,2025-07-20
102618,4081.0,46520,Sports,Product_288,797.77,819.58,2458.74,Pending,East,High,Bhubaneswar,2025-10-03
102619,5743.0,37839,Clothing,Product_216,2222.13,2395.35,7186.05,Pending,South,Low,Chennai,2025-11-12
102620,3692.0,10883,Books,Product_197,2555.61,2785.46,2785.46,Shipped,West,Medium,Mumbai,2025-09-23
102621,9061.0,19646,Electronics,Product_112,3178.88,3130.99,6261.98,Completed,North,Low,Delhi,2025-06-26
102622,8168.0,73024,Home,Product_387,1722.15,1657.96,8289.8,Completed,South,High,Hyderabad,2025-09-22
102623,2775.0,61516,Books,Product_185,2388.13,2522.51,10090.04,Completed,West,High,Pune,2025-01-24
102624,6035.0,89725,Beauty,Product_26,3113.61,2535.55,2535.55,Cancelled,West,Low,Ahmedabad,2025-05-16
102625,4845.0,61550,Home,Product_234,772.54,647.27,1294.54,Cancelled,East,Low,Kolkata,2025-07-22
102626,1358.0,44014,Sports,Product_407,1646.91,1770.81,3541.62,Shipped,South,High,Kochi,2025-07-12
102627,8748.0,38102,Sports,Product_55,4615.24,4420.48,4420.48,Completed,South,Medium,Chennai,2025-02-15
102628,2091.0,78546,Sports,Product_116,1784.62,1539.74,7698.7,Cancelled,East,High,Guwahati,2025-04-24
102629,9623.0,47868,Clothing,Product_158,4301.73,3707.41,18537.05,Shipped,East,High,Guwahati,2025-07-24
102630,9270.0,98278,Clothing,Product_414,4499.15,3592.25,7184.5,Cancelled,South,Low,Bengaluru,2025-05-25
102631,2211.0,55554,Sports,Product_155,1508.46,1548.8,3097.6,Completed,West,High,Pune,2025-06-18
102632,6163.0,43769,Sports,Product_73,296.29,249.66,748.98,Cancelled,North,Low,Chandigarh,2025-01-09
102633,3943.0,78815,Books,Product_43,1766.78,1775.1,3550.2,Shipped,South,Medium,Hyderabad,2025-06-09
102634,7871.0,91157,Home,Product_15,4958.97,3835.89,11507.67,Completed,North,High,Delhi,2025-10-07
102635,2534.0,59724,Clothing,Product_297,3653.83,3303.11,16515.55,Pending,West,Medium,Pune,2025-06-21
102636,5245.0,26869,Clothing,Product_285,299.88,242.75,1213.75,Pending,South,Low,Kochi,2025-07-29
102637,2848.0,36153,Home,Product_162,6175.39,4929.22,4929.22,Shipped,North,Medium,Dehradun,2025-11-06
102638,8569.0,52260,Electronics,Product_240,5090.98,4724.27,23621.35,Cancelled,North,Medium,Delhi,2025-07-03
102639,9965.0,60513,Sports,Product_394,3441.76,3584.99,14339.96,Cancelled,West,Medium,Pune,2025-09-17
102640,8747.0,22091,Books,Product_395,2046.32,1891.73,9458.65,Cancelled,South,High,Kochi,2025-02-12
102641,8800.0,33638,Clothing,Product_132,2808.62,2803.24,14016.2,Pending,North,High,Delhi,2025-06-17
102642,8967.0,63777,Home,Product_294,423.26,360.72,360.72,Completed,South,Medium,Kochi,2025-04-08
102643,1001.0,51366,Sports,Product_229,2417.85,2111.49,4222.98,Pending,North,High,Chandigarh,2025-01-26
102644,4465.0,37215,Books,Product_378,4419.59,4558.28,9116.56,Shipped,West,High,Mumbai,2025-04-15
102645,7962.0,54475,Home,Product_163,4030.57,3913.04,11739.12,Cancelled,North,Medium,Chandigarh,2025-08-16
102646,5843.0,51766,Books,Product_433,146.62,129.43,517.72,Shipped,East,Medium,Bhubaneswar,2025-09-23
102647,8607.0,11656,Home,Product_299,4400.38,4553.58,13660.74,Pending,North,Low,Chandigarh,2025-11-13
102648,9741.0,26221,Sports,Product_406,4722.61,4132.38,16529.52,Pending,East,High,Kolkata,2025-03-31
102649,8382.0,26551,Electronics,Product_265,2691.57,2955.76,5911.52,Cancelled,East,Low,Patna,2025-06-22
102650,7795.0,11457,Home,Product_331,3515.60,3353.95,13415.8,Shipped,West,Medium,Ahmedabad,2025-09-04
102651,8884.0,86132,Beauty,Product_61,2487.59,1970.76,1970.76,Completed,South,Low,Chennai,2025-04-01
102652,5145.0,18495,Clothing,Product_14,995.06,1096.9,4387.6,Shipped,East,Low,Kolkata,2025-02-26
102653,3681.0,78489,Clothing,Product_183,3354.44,3151.61,3151.61,Pending,West,Medium,Pune,2025-07-13
102654,2608.0,74566,Home,Product_152,1269.36,1163.21,5816.05,Completed,South,Medium,Chennai,2025-11-25
102655,5185.0,77875,Home,Product_91,1693.81,1512.32,6049.28,Cancelled,East,High,Bhubaneswar,2025-06-20
102656,6374.0,29994,Books,Product_114,3840.79,3115.55,6231.1,Pending,North,Medium,Dehradun,2025-09-18
102657,3489.0,16001,Electronics,Product_92,4199.77,4277.9,4277.9,Pending,East,Medium,Guwahati,2025-07-01
102658,9881.0,16983,Beauty,Product_466,986.83,769.37,769.37,Pending,South,Low,Bengaluru,2025-10-30
102659,5609.0,55659,Sports,Product_358,2427.23,1937.0,3874.0,Completed,West,Medium,Mumbai,2025-12-01
102660,3403.0,27346,Home,Product_207,125.62,133.83,535.32,Completed,East,Low,Kolkata,2025-01-23
102661,1993.0,82680,Books,Product_439,852.00,696.56,696.56,Completed,South,Medium,Hyderabad,2025-11-11
102662,6052.0,64471,Electronics,Product_417,5267.28,4800.44,9600.88,Completed,South,High,Kochi,2025-04-24
102663,9743.0,64802,Electronics,Product_36,869.30,849.49,849.49,Pending,West,Low,Mumbai,2025-03-29
102664,1392.0,61221,Electronics,Product_35,2032.61,1759.72,5279.16,Pending,West,Medium,Ahmedabad,2025-06-12
102665,5611.0,93158,Clothing,Product_422,3947.55,3685.49,3685.49,Completed,North,Medium,Dehradun,2025-05-31
102666,7592.0,60411,Books,Product_313,886.55,820.41,4102.05,Pending,North,Low,Delhi,2025-11-26
102667,,20120,Books,Product_338,4131.61,3351.24,13404.96,Shipped,North,Medium,Dehradun,2025-11-15
102668,9598.0,72187,Books,Product_442,2176.95,1792.85,8964.25,Shipped,East,High,Patna,2025-01-17
102669,2233.0,53709,Electronics,Product_190,523.49,449.63,1348.89,Cancelled,South,High,Hyderabad,2025-08-25
102670,5735.0,88971,Books,Product_312,4561.33,4723.48,9446.96,Pending,West,Medium,Jaipur,2025-01-04
102671,1487.0,41047,Electronics,Product_438,3448.27,3632.9,3632.9,Shipped,East,Medium,Patna,2025-03-12
102672,9180.0,57480,Home,Product_145,4708.41,4621.44,9242.88,Pending,South,Low,Chennai,2025-05-31
102673,1144.0,70385,Sports,Product_206,4269.17,3736.01,14944.04,Pending,West,Medium,Mumbai,2025-11-15
102674,2371.0,63270,Sports,Product_155,1717.90,1696.24,1696.24,Completed,South,High,Hyderabad,2025-04-05
102675,7403.0,83559,Beauty,Product_79,2016.86,2179.78,2179.78,Shipped,East,High,Patna,2025-11-09
102676,1382.0,48118,Electronics,Product_183,2883.51,3193.35,9580.05,Pending,North,Low,Dehradun,2025-01-23
102677,5949.0,48083,Home,Product_123,1437.17,1170.78,3512.34,Shipped,West,Medium,Pune,2025-03-21
102678,5748.0,49312,Clothing,Product_383,1543.00,1430.51,5722.04,Shipped,South,Low,Kochi,2025-08-04
102679,6562.0,71233,Clothing,Product_92,4473.43,4496.02,13488.06,Pending,North,Low,Chandigarh,2025-08-29
102680,2021.0,97576,Clothing,Product_338,1390.25,1495.52,2991.04,Shipped,East,Low,Guwahati,2025-07-04
102681,4674.0,81370,Books,Product_287,356.94,301.34,301.34,Cancelled,West,High,Ahmedabad,2025-09-15
102682,6837.0,48389,Electronics,Product_70,3027.39,2350.89,11754.45,Cancelled,South,Low,Hyderabad,2025-08-20
102683,3759.0,22447,Books,Product_194,2906.16,3103.28,6206.56,Pending,North,Medium,Lucknow,2025-07-15
102684,9519.0,36765,Beauty,Product_235,5007.01,4469.46,13408.38,Cancelled,South,Medium,Bengaluru,2025-09-14
102685,3267.0,42321,Sports,Product_260,4563.93,3759.07,3759.07,Shipped,East,Medium,Patna,2025-09-08
102686,2756.0,65658,Sports,Product_464,2716.64,2881.64,2881.64,Completed,East,Low,Patna,2025-09-08
102687,2692.0,83202,Electronics,Product_392,914.12,801.45,801.45,Shipped,East,Medium,Kolkata,2025-08-24
102688,6087.0,98462,Books,Product_349,4278.38,4582.84,13748.52,Completed,South,High,Kochi,2025-07-10
102689,1375.0,76037,Sports,Product_375,1188.12,1017.99,5089.95,Pending,North,Low,Delhi,2025-04-09
102690,5824.0,31695,Electronics,Product_491,464.20,477.88,2389.4,Completed,North,High,Chandigarh,2025-01-29
102691,9677.0,75106,Home,Product_232,2040.93,1834.31,5502.93,Shipped,North,Low,Delhi,2025-07-16
102692,4584.0,49367,Sports,Product_356,2965.26,2712.63,5425.26,Completed,North,Medium,Dehradun,2025-07-05
102693,7251.0,26010,Electronics,Product_303,1514.59,1247.46,1247.46,Shipped,North,Medium,Chandigarh,2025-01-22
102694,9366.0,56038,Electronics,Product_258,3067.51,2610.81,7832.43,Shipped,East,Medium,Guwahati,2025-12-06
102695,5748.0,81304,Electronics,Product_434,2483.35,2473.36,7420.08,Completed,East,Medium,Kolkata,2025-09-28
102696,9149.0,98254,Beauty,Product_281,579.34,454.12,1362.36,Completed,North,Low,Delhi,2025-02-10
102697,3169.0,25406,Electronics,Product_144,361.92,332.29,1329.16,Shipped,North,Low,Lucknow,2025-04-03
102698,4096.0,74743,Books,Product_225,1935.29,1593.87,6375.48,Cancelled,West,Medium,Pune,2025-09-16
102699,5151.0,37651,Sports,Product_340,391.13,373.57,1120.71,Pending,South,High,Kochi,2025-07-31
102700,5719.0,66356,Electronics,Product_398,4690.26,4890.98,14672.94,Completed,North,Medium,Delhi,2025-10-07
102701,3366.0,98354,Clothing,Product_173,696.68,624.37,624.37,Completed,South,Low,Kochi,2025-05-27
102702,4605.0,78447,Books,Product_496,399.82,343.14,1029.42,Cancelled,West,Low,Pune,2025-07-25
102703,5632.0,36146,Beauty,Product_187,2280.65,2434.04,4868.08,Pending,West,Medium,Pune,2025-07-29
102704,3404.0,18486,Home,Product_145,1073.23,987.66,4938.3,Completed,West,Medium,Pune,2025-07-12
102705,4042.0,32430,Books,Product_134,5399.29,4899.56,19598.24,Pending,North,High,Delhi,2025-11-17
102706,3124.0,32529,Clothing,Product_89,1553.33,1702.08,6808.32,Shipped,East,Low,Patna,2025-04-21
102707,1107.0,49315,Sports,Product_2,1603.64,1565.38,4696.14,Pending,West,Medium,Pune,2025-08-31
102708,5534.0,24347,Electronics,Product_103,4031.36,4323.47,21617.35,Shipped,West,High,Pune,2025-08-05
102709,1193.0,62714,Electronics,Product_72,744.21,729.15,3645.75,Completed,South,High,Kochi,2025-07-07
102710,4121.0,84607,Beauty,Product_78,3732.98,3457.69,13830.76,Cancelled,West,Low,Pune,2025-03-14
102711,7503.0,75167,Sports,Product_493,639.17,498.9,1496.7,Shipped,West,High,Jaipur,2025-09-20
102712,1540.0,73946,Clothing,Product_181,370.63,300.83,1504.15,Completed,East,Low,Guwahati,2025-03-10
102713,4575.0,11420,Home,Product_455,2433.42,2094.81,2094.81,Shipped,North,Medium,Lucknow,2025-12-05
102714,5822.0,98536,Sports,Product_297,1013.75,908.73,1817.46,Shipped,North,Low,Chandigarh,2025-01-01
102715,1387.0,43540,Beauty,Product_251,4061.31,4115.73,16462.92,Shipped,North,Low,Dehradun,2025-02-14
102716,8331.0,55351,Beauty,Product_67,1620.23,1763.5,5290.5,Shipped,East,Low,Kolkata,2025-11-09
102717,4730.0,31510,Books,Product_108,1903.49,1790.52,5371.56,Pending,South,High,Chennai,2025-10-22
102718,3039.0,65219,Electronics,Product_194,2008.24,1886.87,1886.87,Completed,North,High,Lucknow,2025-09-06
102719,8265.0,21876,Clothing,Product_251,1907.34,1703.62,1703.62,Completed,West,Low,Jaipur,2025-09-11
102720,,60631,Electronics,Product_307,258.85,253.2,1266.0,Cancelled,North,Low,Dehradun,2025-10-04
102721,4768.0,28152,Home,Product_458,5569.30,4904.16,24520.8,Cancelled,East,Medium,Patna,2025-12-27
102722,9471.0,83629,Books,Product_174,2248.82,1912.35,3824.7,Pending,East,High,Bhubaneswar,2025-02-10
102723,3357.0,27153,Sports,Product_55,4680.60,3946.7,3946.7,Completed,North,High,Chandigarh,2025-06-29
102724,2554.0,64117,Sports,Product_75,1454.62,1260.64,6303.2,Pending,West,Medium,Ahmedabad,2025-10-13
102725,3293.0,79759,Beauty,Product_436,1193.75,1136.72,2273.44,Cancelled,South,Low,Kochi,2025-06-16
102726,3191.0,90838,Books,Product_415,1795.99,1697.89,1697.89,Pending,North,Low,Delhi,2025-01-15
102727,8300.0,47900,Electronics,Product_24,5376.31,4346.95,4346.95,Cancelled,West,High,Pune,2025-04-24
102728,8789.0,89056,Clothing,Product_165,2119.99,2172.69,4345.38,Pending,West,High,Jaipur,2025-02-03
102729,5135.0,45832,Beauty,Product_247,4513.69,4368.85,21844.25,Completed,North,High,Dehradun,2025-08-08
102730,4823.0,50596,Sports,Product_131,4580.57,4598.67,18394.68,Cancelled,South,High,Hyderabad,2025-04-10
102731,2603.0,86888,Books,Product_414,2715.46,2240.56,4481.12,Completed,North,Low,Delhi,2025-06-25
102732,2746.0,82781,Books,Product_251,1663.49,1354.86,4064.58,Completed,West,High,Pune,2025-10-08
102733,8014.0,48175,Sports,Product_339,3359.30,3626.03,7252.06,Cancelled,East,Medium,Kolkata,2025-07-14
102734,3333.0,68842,Books,Product_76,3139.90,3032.98,15164.9,Shipped,North,Medium,Dehradun,2025-03-30
102735,8108.0,64019,Clothing,Product_85,130.09,109.89,549.45,Pending,South,Medium,Bengaluru,2025-03-17
102736,3580.0,17435,Home,Product_220,1052.95,944.27,3777.08,Completed,East,High,Bhubaneswar,2025-08-11
102737,4847.0,57012,Home,Product_209,1699.74,1360.87,6804.35,Pending,North,Medium,Lucknow,2025-07-25
102738,1127.0,62207,Electronics,Product_363,2055.02,2029.93,10149.65,Completed,South,High,Chennai,2025-04-16
102739,3783.0,75518,Sports,Product_145,2973.52,2333.18,2333.18,Completed,West,Low,Ahmedabad,2025-12-03
102740,8079.0,54680,Beauty,Product_459,1351.35,1053.7,2107.4,Pending,South,High,Bengaluru,2025-11-07
102741,9891.0,85636,Sports,Product_41,2327.95,2382.56,4765.12,Completed,North,Medium,Chandigarh,2025-01-21
102742,6794.0,37422,Beauty,Product_338,4333.15,4560.96,9121.92,Pending,East,Low,Kolkata,2025-01-30
102743,4738.0,37320,Sports,Product_378,5633.96,4536.72,13610.16,Pending,West,Low,Pune,2025-06-26
102744,3847.0,92611,Clothing,Product_63,1082.58,920.35,2761.05,Pending,West,Low,Pune,2025-02-16
102745,3573.0,74926,Beauty,Product_138,1713.39,1508.66,3017.32,Shipped,East,Medium,Kolkata,2025-06-06
102746,5907.0,62504,Sports,Product_310,2305.72,1779.56,3559.12,Shipped,East,Low,Bhubaneswar,2025-05-15
102747,4657.0,37025,Home,Product_328,1875.61,1739.28,5217.84,Cancelled,North,Medium,Dehradun,2025-10-09
102748,1807.0,32330,Books,Product_167,2820.96,2214.59,2214.59,Completed,East,High,Kolkata,2025-05-12
102749,2430.0,13488,Home,Product_389,5196.13,4554.59,18218.36,Pending,East,Low,Patna,2025-01-01
102750,,74648,Clothing,Product_500,203.56,170.7,853.5,Cancelled,West,High,Ahmedabad,2025-07-28
102751,6693.0,10902,Home,Product_312,3949.14,3628.99,14515.96,Cancelled,East,High,Bhubaneswar,2025-04-14
102752,1381.0,44871,Books,Product_303,4609.07,4673.44,9346.88,Cancelled,West,Low,Ahmedabad,2025-12-16
102753,9362.0,62366,Beauty,Product_465,5690.70,4630.64,23153.2,Pending,East,High,Kolkata,2025-01-12
102754,6774.0,84415,Clothing,Product_415,1970.22,1671.85,1671.85,Shipped,North,Low,Delhi,2025-09-19
102755,8502.0,10702,Electronics,Product_278,541.26,534.57,2672.85,Shipped,East,Low,Kolkata,2025-01-05
102756,1077.0,51145,Sports,Product_275,3660.10,3342.28,16711.4,Completed,West,High,Ahmedabad,2025-03-21
102757,8370.0,28282,Sports,Product_64,3608.97,2790.73,13953.65,Cancelled,North,High,Chandigarh,2025-05-10
102758,8192.0,45733,Books,Product_382,2460.56,1924.03,9620.15,Pending,West,Low,Ahmedabad,2025-12-16
102759,9730.0,82037,Beauty,Product_25,2959.19,2357.39,4714.78,Completed,South,Low,Bengaluru,2025-10-13
102760,4549.0,36026,Beauty,Product_278,143.62,124.9,374.7,Shipped,West,Low,Ahmedabad,2025-11-06
102761,2447.0,66516,Clothing,Product_211,3805.51,3789.54,15158.16,Cancelled,East,Medium,Bhubaneswar,2025-08-31
102762,1761.0,27300,Electronics,Product_327,3882.67,3102.86,3102.86,Cancelled,West,Medium,Ahmedabad,2025-02-01
102763,6152.0,29885,Beauty,Product_405,5102.75,4845.82,4845.82,Cancelled,South,Medium,Chennai,2025-07-26
102764,1924.0,28433,Books,Product_147,2003.08,2000.89,10004.45,Pending,North,Low,Delhi,2025-04-17
102765,5412.0,96878,Sports,Product_304,5051.21,4732.62,4732.62,Shipped,East,Medium,Kolkata,2025-09-26
102766,8396.0,48825,Books,Product_43,1231.53,1025.23,5126.15,Cancelled,North,Medium,Chandigarh,2025-10-27
102767,9896.0,70237,Electronics,Product_337,2591.13,2029.8,8119.2,Shipped,West,Medium,Jaipur,2025-03-22
102768,4633.0,98267,Books,Product_228,3767.16,4009.89,16039.56,Shipped,East,Medium,Guwahati,2025-03-26
102769,1327.0,42150,Beauty,Product_275,5047.38,4556.17,9112.34,Shipped,East,Medium,Patna,2025-11-02
102770,9747.0,58838,Home,Product_173,4977.02,3967.84,19839.2,Shipped,West,Medium,Jaipur,2025-08-16
102771,1244.0,82679,Electronics,Product_319,1118.32,1033.77,1033.77,Completed,East,High,Guwahati,2025-01-13
102772,9492.0,18531,Home,Product_27,1746.45,1844.27,1844.27,Pending,South,Low,Chennai,2025-06-26
102773,5373.0,29510,Sports,Product_58,4764.60,3919.62,15678.48,Shipped,North,High,Delhi,2025-06-07
102774,9210.0,27215,Books,Product_18,2449.37,2473.06,2473.06,Pending,North,Low,Lucknow,2025-12-26
102775,4963.0,84128,Clothing,Product_132,2806.62,2342.18,7026.54,Shipped,East,Medium,Bhubaneswar,2025-09-04
102776,1917.0,75297,Beauty,Product_151,3125.12,3363.43,13453.72,Cancelled,West,High,Pune,2025-10-20
102777,5149.0,38542,Clothing,Product_470,419.13,412.5,825.0,Shipped,East,Medium,Guwahati,2025-09-18
102778,2491.0,88791,Home,Product_23,5109.87,4398.74,13196.22,Shipped,West,High,Ahmedabad,2025-01-24
102779,3641.0,43875,Home,Product_199,3289.77,2664.06,2664.06,Cancelled,South,Medium,Bengaluru,2025-07-14
102780,4288.0,24668,Sports,Product_253,2059.38,1916.43,7665.72,Pending,East,High,Patna,2025-04-24
102781,2805.0,94672,Clothing,Product_396,2674.05,2070.81,10354.05,Pending,East,High,Bhubaneswar,2025-08-02
102782,5386.0,75438,Home,Product_82,3726.82,4044.96,12134.88,Shipped,South,High,Kochi,2025-07-18
102783,5834.0,83073,Beauty,Product_38,3010.65,2794.49,8383.47,Cancelled,West,High,Pune,2025-09-15
102784,4567.0,86214,Home,Product_275,3662.65,3413.14,13652.56,Completed,East,Low,Guwahati,2025-08-25
102785,1557.0,34410,Beauty,Product_202,1050.51,1111.86,3335.58,Pending,South,Medium,Hyderabad,2025-10-17
102786,6796.0,62242,Electronics,Product_480,1122.91,904.89,3619.56,Shipped,North,High,Dehradun,2025-12-22
102787,6233.0,19750,Books,Product_316,322.61,248.17,496.34,Cancelled,East,Medium,Kolkata,2025-06-18
102788,9145.0,53764,Books,Product_489,3548.68,3714.25,3714.25,Cancelled,South,High,Bengaluru,2025-09-22
102789,6561.0,15521,Books,Product_387,2802.06,2559.59,5119.18,Completed,East,Medium,Guwahati,2025-03-25
102790,6662.0,66363,Clothing,Product_220,1546.47,1640.6,1640.6,Pending,South,High,Kochi,2025-06-08
102791,4235.0,56880,Sports,Product_493,2669.77,2626.42,2626.42,Cancelled,North,Low,Chandigarh,2025-08-28
102792,8164.0,27529,Clothing,Product_398,1671.83,1786.11,1786.11,Pending,East,Low,Guwahati,2025-12-25
102793,9375.0,46395,Books,Product_91,826.21,913.32,913.32,Cancelled,West,Medium,Pune,2025-09-25
102794,5776.0,18069,Books,Product_17,2006.62,1769.44,1769.44,Shipped,North,High,Lucknow,2025-11-05
102795,9156.0,66105,Sports,Product_262,1244.92,1051.7,5258.5,Shipped,West,Medium,Ahmedabad,2025-09-30
102796,2411.0,39580,Clothing,Product_429,5283.23,4477.28,13431.84,Completed,East,Low,Patna,2025-05-26
102797,9261.0,79209,Sports,Product_430,3935.97,4166.94,20834.7,Pending,West,Medium,Jaipur,2025-05-29
102798,7699.0,41146,Electronics,Product_17,3431.71,3343.47,6686.94,Pending,South,Low,Bengaluru,2025-10-30
102799,1146.0,75026,Clothing,Product_369,4201.20,3788.54,11365.62,Pending,West,Low,Mumbai,2025-07-14
102800,9658.0,78478,Home,Product_269,3596.93,3549.19,17745.95,Pending,West,Low,Jaipur,2025-09-22
102801,8298.0,24733,Sports,Product_177,3966.76,4053.8,4053.8,Pending,South,High,Bengaluru,2025-07-02
102802,2861.0,27805,Beauty,Product_290,636.30,581.51,1744.53,Cancelled,North,Low,Delhi,2025-03-05
102803,1753.0,91691,Electronics,Product_418,4777.51,4627.2,18508.8,Cancelled,East,Low,Bhubaneswar,2025-03-05
102804,2354.0,26458,Books,Product_47,1420.20,1140.89,4563.56,Pending,East,High,Patna,2025-09-19
102805,4234.0,89102,Sports,Product_377,5015.86,4157.13,4157.13,Completed,North,High,Lucknow,2025-08-31
102806,2455.0,87660,Clothing,Product_88,5042.23,4099.04,16396.16,Cancelled,West,Low,Ahmedabad,2025-07-05
102807,4814.0,66856,Sports,Product_295,1283.10,1376.85,1376.85,Pending,East,High,Kolkata,2025-09-11
102808,8285.0,18146,Clothing,Product_95,1731.55,1407.73,2815.46,Pending,North,High,Dehradun,2025-02-11
102809,4393.0,11152,Home,Product_371,1936.11,1590.56,7952.8,Completed,North,Medium,Chandigarh,2025-09-18
102810,3831.0,27208,Clothing,Product_423,4009.30,4058.57,12175.71,Shipped,East,Low,Bhubaneswar,2025-11-13
102811,1749.0,73608,Beauty,Product_469,4424.98,4434.69,8869.38,Shipped,South,Medium,Bengaluru,2025-01-04
102812,8167.0,23095,Books,Product_160,2684.09,2981.86,8945.58,Shipped,South,Low,Kochi,2025-07-16
102813,7093.0,51040,Books,Product_328,2414.93,2150.09,8600.36,Shipped,West,Medium,Pune,2025-06-21
102814,8566.0,75042,Beauty,Product_27,3872.59,3865.77,19328.85,Cancelled,East,Low,Patna,2025-09-30
102815,9963.0,89320,Sports,Product_252,4689.52,4108.04,16432.16,Pending,North,Low,Chandigarh,2025-12-19
102816,,67874,Home,Product_188,4478.02,3604.28,10812.84,Cancelled,West,High,Ahmedabad,2025-07-22
102817,6509.0,51265,Electronics,Product_155,3989.87,4420.72,22103.6,Cancelled,South,Low,Kochi,2025-09-12
102818,6069.0,94908,Books,Product_391,6359.78,4929.76,19719.04,Completed,West,High,Mumbai,2025-04-29
102819,6850.0,18384,Home,Product_155,2544.34,2461.0,12305.0,Completed,North,Low,Lucknow,2025-03-20
102820,3794.0,79579,Home,Product_200,5740.23,4432.94,8865.88,Pending,East,Medium,Guwahati,2025-09-03
102821,6948.0,29014,Beauty,Product_25,3150.78,2603.74,2603.74,Pending,East,Low,Patna,2025-11-29
102822,9115.0,63425,Home,Product_292,754.47,623.04,1869.12,Shipped,South,High,Bengaluru,2025-04-10
102823,6961.0,53249,Electronics,Product_497,4832.35,4040.72,12122.16,Cancelled,East,Low,Patna,2025-09-01
102824,1459.0,47048,Beauty,Product_240,2577.13,2163.0,2163.0,Shipped,West,High,Mumbai,2025-10-01
102825,5746.0,86282,Sports,Product_316,1181.64,960.05,2880.15,Cancelled,West,High,Ahmedabad,2025-04-16
102826,7561.0,61292,Electronics,Product_237,3285.56,3326.08,16630.4,Pending,West,Medium,Pune,2025-02-01
102827,9369.0,95088,Electronics,Product_450,532.24,451.26,1805.04,Cancelled,South,Low,Chennai,2025-08-10
102828,5954.0,14432,Books,Product_138,4225.53,4340.88,17363.52,Pending,North,Medium,Chandigarh,2025-04-10
102829,9730.0,78998,Home,Product_499,4154.67,4398.5,21992.5,Shipped,West,High,Pune,2025-09-22
102830,1867.0,64796,Home,Product_71,3147.92,3320.56,6641.12,Shipped,North,Low,Chandigarh,2025-01-17
